"2021-01-18 03:44:20,834 - ERROR [CommitProcessor:7:NIOServerCnxn@240] - Unexpected Exception:"
"2025-05-16 19:44:50,847 - ERROR [CommitProcessor:11:NIOServerCnxn@280] - Unexpected Exception:"
"2016-08-30 01:22:15,789 - ERROR [CommitProcessor:2:NIOServerCnxn@190] - Unexpected Exception:"
"`2019-12-31 03:59:59,905 - INFO  [monitor:DiskSpaceManager@72] - autopurge.snapRetainCount set to 4`"
"`2021-02-18 17:21:38,907 - INFO  [user:ConfigCleanupManager@87] - autopurge.snapRetainCount set to 6`"
"`2025-06-11 06:32:01,911 - INFO  [background:OldDataCleanupManager@75] - autopurge.snapRetainCount set to 2`"
"2016-09-15 12:30:12,501 - INFO  [worker:DataProcessor@821] - tickTime set to 2500"
"2017-11-20 09:45:30,510 - INFO  [manager:ConfigLoader@735] - tickTime set to 1800"
"2018-03-05 16:15:45,522 - INFO  [admin:SystemMonitor@942] - tickTime set to 3000"
"2019-12-21 22:45:45,678 - INFO  [main:DatabaseManager@789] - maxConnectionPoolSize set to 20"
"2023-04-02 02:05:05,101 - INFO  [client:ClientHandler@567] - maxRequestRate set to 100"
"2016-09-12 19:30:30,345 - DEBUG  [worker:DataProcessor@1021] - maxCacheSize set to 500"
"2021-01-07 21:37:40,1037 - INFO  [Thread-7:QuorumCnxManager$Listener@492] - My election bind port: 0.0.0.0/0.0.0.0:3894"
"2016-08-12 16:42:50,982 - INFO  [Thread-2:QuorumCnxManager$Listener@487] - My election bind port: 0.0.0.0/0.0.0.0:3889"
"2017-09-23 17:53:00,993 - INFO  [Thread-3:QuorumCnxManager$Listener@488] - My election bind port: 0.0.0.0/0.0.0.0:3890"
"2018-10-05 16:18:47,603 - INFO  [main:AppInitializer@34] - Initializing application components"
"2020-12-27 03:59:08,805 - INFO  [task:JobScheduler@67] - Scheduling new job"
"2023-03-31 19:51:19,208 - INFO  [config:ConfigLoader@45] - Loading configuration file"
"`2016-09-21 18:15:14,881 - WARN  [LearnerHandler-/10.10.35.14:42242:Leader@577] - First is 0x1`"
"`2017-10-22 19:16:15,882 - WARN  [LearnerHandler-/10.10.36.15:42243:Leader@578] - First is 0x2`"
"`2018-11-23 20:17:16,883 - WARN  [LearnerHandler-/10.10.37.16:42244:Leader@579] - First is 0x3`"
"`2025-06-12 11:22:55,012 - INFO  [main:CacheSnap@93] - Reading snapshot /var/lib/memcached/version-3/snapshot.b00000094`"
"`2016-09-16 13:22:34,789 - INFO  [main:DataSnap@92] - Reading snapshot /var/lib/hadoop/version-3/snapshot.b00000095`"
"`2017-10-28 15:35:12,345 - INFO  [main:ConfigSnap@77] - Reading snapshot /var/lib/mysql/version-1/snapshot.b00000076`"
"2019-11-18 17:30:20,555 - INFO  [WorkerSender[myid=5]:QuorumCnxManager@230] - Have smaller server identifier, so dropping the connection: (6, 5)"
"2020-12-06 20:10:40,444 - WARN  [WorkerSender[myid=6]:QuorumCnxManager@240] - Have smaller server identifier, so dropping the connection: (7, 6)"
"2023-03-28 08:15:45,111 - INFO  [WorkerSender[myid=9]:QuorumCnxManager@270] - Have smaller server identifier, so dropping the connection: (10, 9)"
"2016-08-15 12:45:30,620 - INFO  [LearnerHandler-/10.10.45.22:60235:LearnerHandler@312] - Follower sid: 5 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@44668ab5"
"2017-09-20 09:18:12,480 - INFO  [LearnerHandler-/10.10.56.33:61124:LearnerHandler@287] - Follower sid: 7 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@55779bc6"
"2018-10-25 17:22:45,530 - INFO  [LearnerHandler-/10.10.67.44:62013:LearnerHandler@330] - Follower sid: 9 : info : org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer@6688abc7"
"`2020-12-05 02:30:08,706 - INFO  [QuorumPeer[myid=6]/0:0:0:0:0:0:0:0:2186:FastLeaderElection@740] - New election. My id =  6, proposed zxid=0xC00000000`"
"`2016-08-15 22:15:30,502 - INFO  [QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2182:FastLeaderElection@740] - New election. My id =  2, proposed zxid=0x800000000`"
"`2017-09-22 09:45:12,301 - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:FastLeaderElection@740] - New election. My id =  3, proposed zxid=0x900000000`"
"2019-11-30 21:01:42,444 - INFO  [WorkerReceiver[myid=7]:FastLeaderElection@546] - Notification: 7 (n.leader), 0x100001568 (n.zxid), 0x7 (n.round), FOLLOWING (n.state), 7 (n.sid), 0x6 (n.peerEPoch), FOLLOWING (my state)"
"2023-03-10 01:05:46,448 - INFO  [WorkerReceiver[myid=11]:FastLeaderElection@550] - Notification: 11 (n.leader), 0x100001572 (n.zxid), 0xB (n.round), FOLLOWING (n.state), 11 (n.sid), 0xA (n.peerEPoch), FOLLOWING (my state)"
"2016-08-31 18:58:39,441 - DEBUG [WorkerReceiver[myid=4]:FastLeaderElection@543] - Notification: 4 (n.leader), 0x100001565 (n.zxid), 0x4 (n.round), LEADING (n.state), 4 (n.sid), 0x3 (n.peerEPoch), LEADING (my state)"
"2021-02-16 00:55:22,140 - INFO  [QuorumPeer[myid=7]/0:0:0:0:0:0:0:0:2187:Environment@100] - Server environment:zookeeper.version=3.4.11--7, built on 12/16/2019 23:32 GMT"
"2016-09-11 19:30:33,090 - INFO  [QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2182:Environment@100] - Server environment:zookeeper.version=3.4.6--2, built on 07/11/2014 18:27 GMT"
"2017-10-12 20:35:44,100 - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:zookeeper.version=3.4.7--3, built on 08/12/2015 19:28 GMT"
"`2017-10-20 18:30:45,750 - INFO  [LearnerHandler-/10.10.36.13:50100:Observer@610] - Have quorum of supporters; starting up and setting last processed zxid: 0xd00000002`"
"`2020-01-23 20:05:55,780 - INFO  [LearnerHandler-/10.10.39.16:50415:Observer@630] - Have quorum of supporters; starting up and setting last processed zxid: 0x100000005`"
"`2022-03-25 16:45:25,830 - DEBUG  [LearnerHandler-/10.10.41.18:50625:Follower@640] - Have quorum of supporters; starting up and setting last processed zxid: 0x120000007`"
"2018-10-01 22:10:50,555 - INFO  [ProcessThread(sid:5 cport:-1)::PrepRequestProcessor@627] - Got user-level KeeperException when processing sessionid:0x34ed93485090004 type:create cxid:0x55b8bb12 zxid:0x100000013 txntype:-1 reqpath:n/a Error Path:/tmp/cache.tmp Error:KeeperErrorCode = NodeExists for /tmp/cache.tmp"
"2021-01-04 01:43:80,888 - INFO  [ProcessThread(sid:8 cport:-1)::PrepRequestProcessor@627] - Got user-level KeeperException when processing sessionid:0x34ed93485090007 type:create cxid:0x55b8bb15 zxid:0x100000016 txntype:-1 reqpath:n/a Error Path:/opt/app/data.db Error:KeeperErrorCode = NodeExists for /opt/app/data.db"
"2024-04-07 04:16:10,111 - INFO  [ProcessThread(sid:11 cport:-1)::PrepRequestProcessor@627] - Got user-level KeeperException when processing sessionid:0x34ed93485090010 type:create cxid:0x55b8bb18 zxid:0x100000019 txntype:-1 reqpath:n/a Error Path:/var/www/html/index.html Error:KeeperErrorCode = NodeExists for /var/www/html/index.html"
"2019-12-22 20:13:22,213 - INFO  [QuorumPeer[myid=6]/0:0:0:0:0:0:0:0:2185:Environment@104] - Server environment:java.class.path=/etc/zookeeper_prod/conf:/usr/share/java/jline5.jar:/usr/share/java/log4j-2.2.jar:/usr/share/java/xercesImpl5.jar:/usr/share/java/xmlParserAPIs5.jar:/usr/share/java/netty5.jar:/usr/share/java/slf4j-api5.jar:/usr/share/java/slf4j-log4j22.jar:/usr/share/java/zookeeper5.jar"
"2023-04-26 00:17:26,657 - INFO  [QuorumPeer[myid=10]/0:0:0:0:0:0:0:0:2189:Environment@108] - Server environment:java.class.path=/etc/zookeeper_special/conf:/usr/share/java/jline9.jar:/usr/share/java/log4j-2.6.jar:/usr/share/java/xercesImpl9.jar:/usr/share/java/xmlParserAPIs9.jar:/usr/share/java/netty9.jar:/usr/share/java/slf4j-api9.jar:/usr/share/java/slf4j-log4j26.jar:/usr/share/java/zookeeper9.jar"
"2016-09-19 17:10:19,890 - WARN  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2182:Environment@101] - Server environment:java.class.path=/etc/zookeeper_new/conf:/usr/share/java/jline2.jar:/usr/share/java/log4j-1.3.jar:/usr/share/java/xercesImpl2.jar:/usr/share/java/xmlParserAPIs2.jar:/usr/share/java/netty2.jar:/usr/share/java/slf4j-api2.jar:/usr/share/java/slf4j-log4j13.jar:/usr/share/java/zookeeper2.jar"
"`2016-09-16 13:25:42,085 - INFO  [LearnerHandler-/10.10.35.12:33977:LearnerHandler@400] - Sending SYNC`"
"`2017-10-17 15:36:51,096 - INFO  [LearnerHandler-/10.10.36.13:34978:LearnerHandler@405] - Sending TRUNC`"
"`2018-11-18 17:47:00,107 - INFO  [LearnerHandler-/10.10.37.14:35979:LearnerHandler@410] - Sending SNAP`"
